State,State Code,District,Party,Candidate,Incumbent,Votes,Pct%,Elected,Won Party
New York,NY,10th,Democratic,Goldman,/,149261,83.90%,TRUE,Democratic
New York,NY,10th,Republician,Hamdan,/,27230,15.30%,FALSE,Democratic
New York,NY,10th,Other Party,Speer,/,1357,0.80%,FALSE,Democratic
New York,NY,11th,Republician,Malliotakis,Incumbent,113485,62.10%,TRUE,Republician
New York,NY,11th,Democratic,Rose,/,69241,37.90%,FALSE,Republician
New York,NY,12th,Democratic,Nadler,Incumbent,186357,81.70%,TRUE,Democratic
New York,NY,12th,Republician,Zumbluskas,/,41264,18.10%,FALSE,Democratic
New York,NY,12th,Other Party,Itkis,/,583,0.30%,FALSE,Democratic
New York,NY,13th,Democratic,Espaillat,Incumbent,0,0%,TRUE,Democratic
New York,NY,14th,Democratic,Ocasio-Cortez,Incumbent,78788,70.60%,TRUE,Democratic
New York,NY,14th,Republician,Forte,/,30661,27.50%,FALSE,Democratic
New York,NY,14th,Other Party,Cuellar,/,2128,1.90%,FALSE,Democratic
New York,NY,15th,Democratic,Torres,Incumbent,72610,82.60%,TRUE,Democratic
New York,NY,15th,Republician,Sapaskis,/,15265,17.40%,FALSE,Democratic
New York,NY,16th,Democratic,Bowman,Incumbent,131550,64.20%,TRUE,Democratic
New York,NY,16th,Republician,Flisser,/,73385,35.80%,FALSE,Democratic
New York,NY,17th,Republician,Lawler,/,142206,50.40%,TRUE,Republician
New York,NY,17th,Democratic,Maloney,Incumbent,139892,49.60%,FALSE,Republician
New York,NY,18th,Democratic,Ryan,Incumbent,132365,50.50%,TRUE,Democratic
New York,NY,18th,Republician,Schmitt,/,129757,49.50%,FALSE,Democratic
New York,NY,19th,Republician,Molinaro,/,144075,51.10%,TRUE,Republician
New York,NY,19th,Democratic,Riley,/,137873,48.90%,FALSE,Republician
New York,NY,20th,Democratic,Tonko,Incumbent,159015,55.00%,TRUE,Democratic
New York,NY,20th,Republician,Joy,/,130012,45.00%,FALSE,Democratic
New York,NY,21st,Republician,Stefanik,Incumbent,166536,59.40%,TRUE,Republician
New York,NY,21st,Democratic,Castelli,/,113882,40.60%,FALSE,Republician
New York,NY,22nd,Republician,Williams,/,135061,50.50%,TRUE,Republician
New York,NY,22nd,Democratic,Conole,/,132432,49.50%,FALSE,Republician
New York,NY,23rd,Republician,Langworthy,/,189790,65.00%,TRUE,Republician
New York,NY,23rd,Democratic,Della Pia,/,102323,35.00%,FALSE,Republician
New York,NY,24th,Republician,Tenney,Incumbent,181679,66.40%,TRUE,Republician
New York,NY,24th,Democratic,Holden,/,91793,33.60%,FALSE,Republician
New York,NY,25th,Democratic,Morelle,Incumbent,148681,53.60%,TRUE,Democratic
New York,NY,25th,Republician,Singletary,/,128502,46.40%,FALSE,Democratic
New York,NY,26th,Democratic,Higgins,Incumbent,154477,63.90%,TRUE,Democratic
New York,NY,26th,Republician,Sams,/,87189,36.10%,FALSE,Democratic
North Carolina,NC,1st,Democratic,Davis,/,134996,52.40%,TRUE,Democratic
North Carolina,NC,1st,Republician,Smith,/,122780,47.60%,FALSE,Democratic
North Carolina,NC,2nd,Democratic,Ross,Incumbent,190714,64.70%,TRUE,Democratic
North Carolina,NC,2nd,Republician,Villaverde,/,104155,35.30%,FALSE,Democratic
North Carolina,NC,3rd,Republician,Murphy,Incumbent,166520,66.90%,TRUE,Republician
North Carolina,NC,3rd,Democratic,Gaskins,/,82378,33.10%,FALSE,Republician
North Carolina,NC,4th,Democratic,Foushee,/,194983,66.90%,TRUE,Democratic
North Carolina,NC,4th,Republician,Geels,/,96442,33.10%,FALSE,Democratic
North Carolina,NC,5th,Republician,Foxx,Incumbent,175279,63.20%,TRUE,Republician
North Carolina,NC,5th,Democratic,Parrish,/,102269,36.80%,FALSE,Republician
North Carolina,NC,6th,Democratic,Manning,Incumbent,139553,53.90%,TRUE,Democratic
North Carolina,NC,6th,Republician,Castelli,/,116635,45.00%,FALSE,Democratic
North Carolina,NC,6th,Libertarian Party,Watercott,/,2810,1.10%,FALSE,Democratic
North Carolina,NC,7th,Republician,Rouzer,Incumbent,164047,57.70%,TRUE,Republician
North Carolina,NC,7th,Democratic,Graham,/,120222,42.30%,FALSE,Republician
North Carolina,NC,8th,Republician,Bishop,Incumbent,183998,69.90%,TRUE,Republician
North Carolina,NC,8th,Democratic,Huffman,/,79192,30.10%,FALSE,Republician
North Carolina,NC,9th,Republician,Hudson,Incumbent,131453,56.50%,TRUE,Republician
North Carolina,NC,9th,Democratic,Clark,/,101202,43.50%,FALSE,Republician
North Carolina,NC,10th,Republician,McHenry,Incumbent,194681,72.70%,TRUE,Republician
North Carolina,NC,10th,Democratic,Genant,/,73174,27.30%,FALSE,Republician
North Carolina,NC,11th,Republician,Edwards,/,174232,53.80%,TRUE,Republician
North Carolina,NC,11th,Democratic,Beach-Ferrara,/,144165,44.50%,FALSE,Republician
North Carolina,NC,11th,Libertarian Party,Coatney,/,5515,1.70%,FALSE,Republician
North Carolina,NC,12th,Democratic,Adams,Incumbent,140494,62.70%,TRUE,Democratic
North Carolina,NC,12th,Republician,Lee,/,83415,37.30%,FALSE,Democratic
North Carolina,NC,13th,Democratic,Nickel,/,143090,51.60%,TRUE,Democratic
North Carolina,NC,13th,Republician,Hines,/,134256,48.40%,FALSE,Democratic
North Carolina,NC,14th,Democratic,Jackson,/,148738,57.70%,TRUE,Democratic
North Carolina,NC,14th,Republician,Harrigan,/,109014,42.30%,FALSE,Democratic
North Dakota,ND,At Large,Republician,Kelly Armstrong,Incumbent,147980,62.30%,TRUE,Republician
North Dakota,ND,At Large,Independent Party,Cara Mund,/,89371,37.70%,FALSE,Republician
Ohio,OH,1st,Democratic,Landsman,/,151418,52.50%,TRUE,Democratic
Ohio,OH,1st,Republician,Chabot,Incumbent,137213,47.50%,FALSE,Democratic
Ohio,OH,2nd,Republician,Wenstrup,Incumbent,188300,74.50%,TRUE,Republician
Ohio,OH,2nd,Democratic,Meadows,/,64329,25.50%,FALSE,Republician
Ohio,OH,3rd,Democratic,Beatty,Incumbent,174846,70.20%,TRUE,Democratic
Ohio,OH,3rd,Republician,Stahley,/,74335,29.80%,FALSE,Democratic
Ohio,OH,4th,Republician,Jordan,Incumbent,196655,69.30%,TRUE,Republician
Ohio,OH,4th,Democratic,Wilson,/,87106,30.70%,FALSE,Republician
Ohio,OH,5th,Republician,Latta,Incumbent,184205,67.00%,TRUE,Republician
Ohio,OH,5th,Democratic,Swartz,/,90614,33.00%,FALSE,Republician
Ohio,OH,6th,Republician,Johnson,Incumbent,186965,67.70%,TRUE,Republician
Ohio,OH,6th,Democratic,Lyras,/,89086,32.30%,FALSE,Republician
Ohio,OH,7th,Republician,Miller,/,164904,55.40%,TRUE,Republician
Ohio,OH,7th,Democratic,Diemer,/,132548,44.60%,FALSE,Republician
Ohio,OH,8th,Republician,Davidson,Incumbent,177132,64.90%,TRUE,Republician
Ohio,OH,8th,Democratic,Enoch,/,95829,35.10%,FALSE,Republician
Ohio,OH,9th,Democratic,Kaptur,Incumbent,147512,56.50%,TRUE,Democratic
Ohio,OH,9th,Republician,Majewski,/,113363,43.50%,FALSE,Democratic
Ohio,OH,10th,Republician,Turner,Incumbent,161792,62.20%,TRUE,Republician
Ohio,OH,10th,Democratic,Esrati,/,98383,37.80%,FALSE,Republician
Ohio,OH,11th,Democratic,Brown,Incumbent,162154,77.60%,TRUE,Democratic
Ohio,OH,11th,Republician,Brewer,/,46862,22.40%,FALSE,Democratic
Ohio,OH,12th,Republician,Balderson,Incumbent,187322,69.50%,TRUE,Republician
Ohio,OH,12th,Democratic,Rippel-Elton,/,82101,30.50%,FALSE,Republician
Ohio,OH,13th,Democratic,Sykes,/,146621,52.60%,TRUE,Democratic
Ohio,OH,13th,Republician,Gesiotto Gilbert,/,132181,47.40%,FALSE,Democratic
Ohio,OH,14th,Republician,Joyce,Incumbent,180251,61.90%,TRUE,Republician
Ohio,OH,14th,Democratic,Kilboy,/,111155,38.10%,FALSE,Republician
Ohio,OH,15th,Republician,Carey,Incumbent,140012,57.20%,TRUE,Republician
Ohio,OH,15th,Democratic,Josephson,/,104613,42.80%,FALSE,Republician
Oklahoma,OK,1st,Republician,Hern,Incumbent,142620,61.20%,TRUE,Republician
Oklahoma,OK,1st,Democratic,Martin,/,80835,34.70%,FALSE,Republician
Oklahoma,OK,1st,Independent Party,Rogers,/,9693,4.20%,FALSE,Republician
Oklahoma,OK,2nd,Republician,Brecheen,/,167687,72.40%,TRUE,Republician
Oklahoma,OK,2nd,Democratic,Andrews,/,54149,23.40%,FALSE,Republician
Oklahoma,OK,2nd,Independent Party,Robinson,/,9623,4.20%,FALSE,Republician
Oklahoma,OK,3rd,Republician,Lucas,Incumbent,147302,74.50%,TRUE,Republician
Oklahoma,OK,3rd,Democratic,Ross,/,50320,25.50%,FALSE,Republician
Oklahoma,OK,4th,Republician,Cole,Incumbent,149777,66.80%,TRUE,Republician
Oklahoma,OK,4th,Democratic,Brannon,/,74598,33.20%,FALSE,Republician
Oklahoma,OK,5th,Republician,Bice,Incumbent,152567,59.00%,TRUE,Republician
Oklahoma,OK,5th,Democratic,Harris-Till,/,96709,37.40%,FALSE,Republician
Oklahoma,OK,5th,Independent Party,Frosch,/,9318,3.60%,FALSE,Republician
Oregon,OR,1st,Democratic,Bonamici,Incumbent,210682,68.00%,TRUE,Democratic
Oregon,OR,1st,Republician,Mann,/,99042,32.00%,FALSE,Democratic
Oregon,OR,2nd,Republician,Bentz,Incumbent,208369,67.60%,TRUE,Republician
Oregon,OR,2nd,Democratic,Yetter,/,99882,32.40%,FALSE,Republician
Oregon,OR,3rd,Democratic,Blumenauer,Incumbent,212119,70.00%,TRUE,Democratic
Oregon,OR,3rd,Republician,Harbour,/,79766,26.30%,FALSE,Democratic
Oregon,OR,3rd,Other Party,Delk,/,10982,3.60%,FALSE,Democratic
Oregon,OR,4th,Democratic,Hoyle,/,171372,50.60%,TRUE,Democratic
Oregon,OR,4th,Republician,Skarlatos,/,146055,43.10%,FALSE,Democratic
Oregon,OR,4th,Independent Party,Leatherberry,/,9052,2.70%,FALSE,Democratic
Oregon,OR,4th,Other Party,Howard,/,6075,1.80%,FALSE,Democratic
Oregon,OR,4th,Other Party,Beilstein,/,6033,1.80%,FALSE,Democratic
Oregon,OR,5th,Republician,Chavez-DeRemer,/,178813,51.00%,TRUE,Republician
Oregon,OR,5th,Democratic,McLeod-Skinner,/,171514,49.00%,FALSE,Republician
Oregon,OR,6th,Democratic,Salinas,/,147156,50.10%,TRUE,Democratic
Oregon,OR,6th,Republician,Erickson,/,139946,47.60%,FALSE,Democratic
Oregon,OR,6th,Other Party,McFarland,/,6762,2.30%,FALSE,Democratic
Pennsylvania,PA,1st,Republician,Fitzpatrick,Incumbent,201567,54.90%,TRUE,Republician
Pennsylvania,PA,1st,Democratic,Ehasz,/,165796,45.10%,FALSE,Republician
Pennsylvania,PA,2nd,Democratic,Boyle,Incumbent,141229,75.70%,TRUE,Democratic
Pennsylvania,PA,2nd,Republician,Bashir,/,45454,24.30%,FALSE,Democratic
Pennsylvania,PA,3rd,Democratic,Evans,Incumbent,251116,95.10%,TRUE,Democratic
Pennsylvania,PA,3rd,Other Party,Hoeppner,/,12820,4.90%,FALSE,Democratic
Pennsylvania,PA,4th,Democratic,Dean,Incumbent,224799,61.30%,TRUE,Democratic
Pennsylvania,PA,4th,Republician,Nascimento,/,141986,38.70%,FALSE,Democratic
Pennsylvania,PA,5th,Democratic,Scanlon,Incumbent,205128,65.10%,TRUE,Democratic
Pennsylvania,PA,5th,Republician,Galluch,/,110058,34.90%,FALSE,Democratic
Pennsylvania,PA,6th,Democratic,Houlahan,Incumbent,190386,58.30%,TRUE,Democratic
Pennsylvania,PA,6th,Republician,Ciarrocchi,/,136097,41.70%,FALSE,Democratic
Pennsylvania,PA,7th,Democratic,Wild,Incumbent,151358,51.00%,TRUE,Democratic
Pennsylvania,PA,7th,Republician,Scheller,/,145523,49.00%,FALSE,Democratic
Pennsylvania,PA,8th,Democratic,Cartwright,Incumbent,146502,51.20%,TRUE,Democratic
Pennsylvania,PA,8th,Republician,Bognet,/,139468,48.80%,FALSE,Democratic
Pennsylvania,PA,9th,Republician,Meuser,Incumbent,208413,69.30%,TRUE,Republician
Pennsylvania,PA,9th,Democratic,Waldman,/,92258,30.70%,FALSE,Republician
Pennsylvania,PA,10th,Republician,Perry,Incumbent,168810,53.90%,TRUE,Republician
Pennsylvania,PA,10th,Democratic,Daniels,/,144161,46.10%,FALSE,Republician
Pennsylvania,PA,11th,Republician,Smucker,Incumbent,194392,61.60%,TRUE,Republician
Pennsylvania,PA,11th,Democratic,Hollister,/,121089,38.40%,FALSE,Republician
Pennsylvania,PA,12th,Democratic,Lee,/,184674,56.20%,TRUE,Democratic
Pennsylvania,PA,12th,Republician,Doyle,/,143846,43.80%,FALSE,Democratic
Pennsylvania,PA,13th,Republician,Joyce,Incumbent,0,0%,TRUE,Republician
Pennsylvania,PA,14th,Republician,Reschenthaler,Incumbent,0,0%,TRUE,Republician
Pennsylvania,PA,15th,Republician,Thompson,Incumbent,213818,70.00%,TRUE,Republician
Pennsylvania,PA,15th,Democratic,Molesevich,/,91670,30.00%,FALSE,Republician
Pennsylvania,PA,16th,Republician,Kelly,Incumbent,190064,59.40%,TRUE,Republician
Pennsylvania,PA,16th,Democratic,Pastore,/,130003,40.60%,FALSE,Republician
Pennsylvania,PA,17th,Democratic,Deluzio,/,193393,53.40%,TRUE,Democratic
Pennsylvania,PA,17th,Republician,Shaffer,/,168902,46.60%,FALSE,Democratic
Rhode Island,RI,1st,Democratic,Cicilline,Incumbent,99802,64.10%,TRUE,Democratic
Rhode Island,RI,1st,Republician,Waters,/,55909,35.90%,FALSE,Democratic
Rhode Island,RI,2nd,Democratic,Magaziner,/,100919,50.50%,TRUE,Democratic
Rhode Island,RI,2nd,Republician,Fung,/,93637,46.80%,FALSE,Democratic
Rhode Island,RI,2nd,Independent Party,Gilbert,/,5454,2.70%,FALSE,Democratic
South Carolina,SC,1st,Republician,Mace,Incumbent,153757,56.50%,TRUE,Republician
South Carolina,SC,1st,Democratic,Andrews,/,115796,42.50%,FALSE,Republician
South Carolina,SC,1st,Other Party,Oddo,/,2634,1.00%,FALSE,Republician
South Carolina,SC,2nd,Republician,Wilson,Incumbent,147699,60.10%,TRUE,Republician
South Carolina,SC,2nd,Democratic,Larkins,/,98081,39.90%,FALSE,Republician
South Carolina,SC,3rd,Republician,Duncan,Incumbent,0,0%,TRUE,Republician
South Carolina,SC,4th,Republician,Timmons,Incumbent,0,0%,TRUE,Republician
South Carolina,SC,5th,Republician,Norman,Incumbent,154725,64.00%,TRUE,Republician
South Carolina,SC,5th,Democratic,Hundley,/,83299,34.50%,FALSE,Republician
South Carolina,SC,5th,Green Party,Gaither,/,3547,1.50%,FALSE,Republician
South Carolina,SC,6th,Democratic,Clyburn,Incumbent,130923,62.10%,TRUE,Democratic
South Carolina,SC,6th,Republician,Buckner,/,79879,37.90%,FALSE,Democratic
South Carolina,SC,7th,Republician,Fry,/,164440,64.90%,TRUE,Republician
South Carolina,SC,7th,Democratic,Scott,/,89030,35.10%,FALSE,Republician
South Dakota,SD,At Large,Republician,Dusty Johnson,Incumbent,253786,77.40%,TRUE,Republician
South Dakota,SD,At Large,Libertarian Party,Collin Duprel,/,74010,22.60%,FALSE,Republician
Tennessee,TN,1st,Republician,Harshbarger,Incumbent,147253,78.30%,TRUE,Republician
Tennessee,TN,1st,Democratic,Parsons,/,37032,19.70%,FALSE,Republician
Tennessee,TN,1st,Independent Party,Baker,/,2466,1.30%,FALSE,Republician
Tennessee,TN,1st,Independent Party,Makrom,/,1245,0.70%,FALSE,Republician
Tennessee,TN,2nd,Republician,Burchett,Incumbent,141041,67.90%,TRUE,Republician
Tennessee,TN,2nd,Democratic,Harmon,/,66637,32.10%,FALSE,Republician
Tennessee,TN,3rd,Republician,Fleischmann,Incumbent,136193,68.30%,TRUE,Republician
Tennessee,TN,3rd,Democratic,Gorman,/,60250,30.20%,FALSE,Republician
Tennessee,TN,3rd,Independent Party,Tyler,/,1731,0.90%,FALSE,Republician
Tennessee,TN,3rd,Independent Party,Rumba,/,1117,0.60%,FALSE,Republician
Tennessee,TN,4th,Republician,DesJarlais,Incumbent,122336,70.60%,TRUE,Republician
Tennessee,TN,4th,Democratic,Steele,/,44628,25.70%,FALSE,Republician
Tennessee,TN,4th,Independent Party,Winton,/,2834,1.60%,FALSE,Republician
Tennessee,TN,4th,Independent Party,Benson,/,1804,1.00%,FALSE,Republician
Tennessee,TN,4th,Independent Party,Jones,/,708,0.40%,FALSE,Republician
Tennessee,TN,4th,Independent Party,Chandler,/,584,0.30%,FALSE,Republician
Tennessee,TN,4th,Independent Party,Magyer,/,454,0.30%,FALSE,Republician
Tennessee,TN,5th,Republician,Ogles,/,123358,55.90%,TRUE,Republician
Tennessee,TN,5th,Democratic,Campbell,/,93375,42.30%,FALSE,Republician
Tennessee,TN,5th,Independent Party,Brantley,/,2083,0.90%,FALSE,Republician
Tennessee,TN,5th,Independent Party,Cooper,/,1125,0.50%,FALSE,Republician
Tennessee,TN,5th,Independent Party,Shannon,/,846,0.40%,FALSE,Republician
Tennessee,TN,6th,Republician,Rose,Incumbent,129311,66.30%,TRUE,Republician
Tennessee,TN,6th,Democratic,Cooper,/,65598,33.70%,FALSE,Republician
Tennessee,TN,7th,Republician,Green,Incumbent,108358,60.00%,TRUE,Republician
Tennessee,TN,7th,Democratic,Kelly,/,68897,38.10%,FALSE,Republician
Tennessee,TN,7th,Independent Party,Hooper,/,3423,1.90%,FALSE,Republician
Tennessee,TN,8th,Republician,Kustoff,Incumbent,156628,73.90%,TRUE,Republician
Tennessee,TN,8th,Democratic,Williams,/,51826,24.40%,FALSE,Republician
Tennessee,TN,8th,Independent Party,Hart,/,2532,1.20%,FALSE,Republician
Tennessee,TN,8th,Independent Party,Henley,/,1062,0.50%,FALSE,Republician
Tennessee,TN,9th,Democratic,Cohen,Incumbent,93755,70.00%,TRUE,Democratic
Tennessee,TN,9th,Republician,Bergmann,/,35112,26.20%,FALSE,Democratic
Tennessee,TN,9th,Independent Party,Flinn,/,3348,2.50%,FALSE,Democratic
Tennessee,TN,9th,Independent Party,Clark,/,1160,0.90%,FALSE,Democratic
Tennessee,TN,9th,Independent Party,Cook,/,484,0.40%,FALSE,Democratic
Texas,TX,1st,Republician,Moran,/,183005,78.10%,TRUE,Republician
Texas,TX,1st,Democratic,Jefferson,/,51288,21.90%,FALSE,Republician
Texas,TX,2nd,Republician,Crenshaw,Incumbent,151369,65.90%,TRUE,Republician
Texas,TX,2nd,Democratic,Fulford,/,78216,34.10%,FALSE,Republician
Texas,TX,3rd,Republician,Self,/,163945,60.60%,TRUE,Republician
Texas,TX,3rd,Democratic,Srivastava,/,99764,36.90%,FALSE,Republician
Texas,TX,3rd,Libertarian Party,Claytor,/,6890,2.50%,FALSE,Republician
Texas,TX,4th,Republician,Fallon,Incumbent,170467,66.80%,TRUE,Republician
Texas,TX,4th,Democratic,Omere,/,78866,30.90%,FALSE,Republician
Texas,TX,4th,Libertarian Party,Simmons,/,6035,2.40%,FALSE,Republician
Texas,TX,5th,Republician,Gooden,Incumbent,135990,64.10%,TRUE,Republician
Texas,TX,5th,Democratic,Hill,/,71770,33.80%,FALSE,Republician
Texas,TX,5th,Libertarian Party,Hale,/,4296,2.00%,FALSE,Republician
Texas,TX,6th,Republician,Ellzey,Incumbent,0,0%,TRUE,Republician
Texas,TX,7th,Democratic,Fletcher,Incumbent,115390,63.80%,TRUE,Democratic
Texas,TX,7th,Republician,Teague,/,65593,36.20%,FALSE,Democratic
Texas,TX,8th,Republician,Luttrell,/,152797,68.10%,TRUE,Republician
Texas,TX,8th,Democratic,Jones,/,68485,30.50%,FALSE,Republician
Texas,TX,8th,Libertarian Party,Eriksen,/,3117,1.40%,FALSE,Republician
Texas,TX,9th,Democratic,Green,Incumbent,124893,76.70%,TRUE,Democratic
Texas,TX,9th,Republician,Leon,/,38019,23.30%,FALSE,Democratic
Texas,TX,10th,Republician,McCaul,Incumbent,158784,63.30%,TRUE,Republician
Texas,TX,10th,Democratic,Nuno,/,86123,34.30%,FALSE,Republician
Texas,TX,10th,Libertarian Party,Kelsey,/,6051,2.40%,FALSE,Republician
Texas,TX,11th,Republician,Pfluger,Incumbent,0,0%,TRUE,Republician
Texas,TX,12th,Republician,Granger,Incumbent,152732,64.30%,TRUE,Republician
Texas,TX,12th,Democratic,Hunt,/,84879,35.70%,FALSE,Republician
Texas,TX,13th,Republician,Jackson,Incumbent,161562,75.40%,TRUE,Republician
Texas,TX,13th,Democratic,Brown,/,52739,24.60%,FALSE,Republician
Texas,TX,14th,Republician,Weber,Incumbent,149317,68.60%,TRUE,Republician
Texas,TX,14th,Democratic,Williams,/,68386,31.40%,FALSE,Republician
Texas,TX,15th,Republician,De La Cruz,/,80869,53.30%,TRUE,Republician
Texas,TX,15th,Democratic,Vallejo,/,67913,44.80%,FALSE,Republician
Texas,TX,15th,Libertarian Party,Leone,/,2808,1.90%,FALSE,Republician
Texas,TX,16th,Democratic,Escobar,Incumbent,94266,63.30%,TRUE,Democratic
Texas,TX,16th,Republician,Armendariz-Jackson,/,54697,36.70%,FALSE,Democratic
Texas,TX,17th,Republician,Sessions,Incumbent,144183,66.50%,TRUE,Republician
Texas,TX,17th,Democratic,Woods,/,72647,33.50%,FALSE,Republician
Texas,TX,18th,Democratic,Jackson Lee,Incumbent,109968,70.70%,TRUE,Democratic
Texas,TX,18th,Republician,Montiel,/,40761,26.20%,FALSE,Democratic
Texas,TX,18th,Independent Party,Duncan,/,2753,1.80%,FALSE,Democratic
Texas,TX,18th,Libertarian Party,Kurtz,/,2044,1.30%,FALSE,Democratic
Texas,TX,19th,Republician,Arrington,Incumbent,152042,80.40%,TRUE,Republician
Texas,TX,19th,Independent Party,Lewis,/,37158,19.60%,FALSE,Republician
Texas,TX,20th,Democratic,Castro,Incumbent,114822,68.40%,TRUE,Democratic
Texas,TX,20th,Republician,Sinclair,/,53059,31.60%,FALSE,Democratic
Texas,TX,21st,Republician,Roy,Incumbent,206786,62.90%,TRUE,Republician
Texas,TX,21st,Democratic,Zapata,/,121936,37.10%,FALSE,Republician
Texas,TX,22nd,Republician,Nehls,Incumbent,149757,62.30%,TRUE,Republician
Texas,TX,22nd,Democratic,Jordan,/,85440,35.50%,FALSE,Republician
Texas,TX,22nd,Libertarian Party,LeBlanc,/,5362,2.20%,FALSE,Republician
Texas,TX,23rd,Republician,Gonzales,Incumbent,116172,55.90%,TRUE,Republician
Texas,TX,23rd,Democratic,Lira,/,80430,38.70%,FALSE,Republician
Texas,TX,23rd,Independent Party,Lopez,/,11123,5.40%,FALSE,Republician
Texas,TX,24th,Republician,Van Duyne,Incumbent,177121,59.80%,TRUE,Republician
Texas,TX,24th,Democratic,McDowell,/,119097,40.20%,FALSE,Republician
Texas,TX,25th,Republician,Williams,Incumbent,0,0%,TRUE,Republician
Texas,TX,26th,Republician,Burgess,Incumbent,183379,69.30%,TRUE,Republician
Texas,TX,26th,Libertarian Party,Kolls,/,81208,30.70%,FALSE,Republician
Texas,TX,27th,Republician,Cloud,Incumbent,133286,64.50%,TRUE,Republician
Texas,TX,27th,Democratic,Perez,/,73370,35.50%,FALSE,Republician
Texas,TX,28th,Democratic,Cuellar,Incumbent,93393,56.60%,TRUE,Democratic
Texas,TX,28th,Republician,Garcia,/,71564,43.40%,FALSE,Democratic
Texas,TX,29th,Democratic,Garcia,Incumbent,71379,71.40%,TRUE,Democratic
Texas,TX,29th,Republician,Schafranek,/,28635,28.60%,FALSE,Democratic
Texas,TX,30th,Democratic,Crockett,/,134011,75.00%,TRUE,Democratic
Texas,TX,30th,Republician,Rodgers,/,39022,21.80%,FALSE,Democratic
Texas,TX,30th,Independent Party,Manning,/,3807,2.10%,FALSE,Democratic
Texas,TX,30th,Libertarian Party,Gray,/,1862,1.00%,FALSE,Democratic
Texas,TX,31st,Republician,Carter,Incumbent,0,0%,TRUE,Republician
Texas,TX,32nd,Democratic,Allred,Incumbent,115350,65.30%,TRUE,Democratic
Texas,TX,32nd,Republician,Swad,/,61232,34.70%,FALSE,Democratic
Texas,TX,33rd,Democratic,Veasey,Incumbent,81764,72.00%,TRUE,Democratic
Texas,TX,33rd,Republician,Gillespie,/,29099,25.60%,FALSE,Democratic
Texas,TX,33rd,Libertarian Party,Ashby,/,2736,2.40%,FALSE,Democratic
Texas,TX,34th,Democratic,Gonzalez,Incumbent,70759,52.70%,TRUE,Democratic
Texas,TX,34th,Republician,Flores,Incumbent,59404,44.30%,FALSE,Democratic
Texas,TX,34th,Independent Party,Royal,/,4076,3.00%,FALSE,Democratic
Texas,TX,35th,Democratic,Casar,/,129084,72.60%,TRUE,Democratic
Texas,TX,35th,Republician,McQueen,/,48831,27.40%,FALSE,Democratic
Texas,TX,36th,Republician,Babin,Incumbent,145142,69.50%,TRUE,Republician
Texas,TX,36th,Democratic,Haire,/,63697,30.50%,FALSE,Republician
Texas,TX,37th,Democratic,Doggett,Incumbent,219149,76.80%,TRUE,Democratic
Texas,TX,37th,Republician,Garcia Sharon,/,59879,21.00%,FALSE,Democratic
Texas,TX,37th,Libertarian Party,Patterson,/,6329,2.20%,FALSE,Democratic
Texas,TX,38th,Republician,Hunt,/,162992,63.00%,TRUE,Republician
Texas,TX,38th,Democratic,Klussmann,/,91768,35.50%,FALSE,Republician
Texas,TX,38th,Independent Party,Dejean,/,3953,1.50%,FALSE,Republician
Utah,UT,1st,Republician,Moore,Incumbent,178434,67.00%,TRUE,Republician
Utah,UT,1st,Democratic,Jones,/,87986,33.00%,FALSE,Republician
Utah,UT,2nd,Republician,Stewart,Incumbent,154883,59.70%,TRUE,Republician
Utah,UT,2nd,Democratic,Mitchell,/,88224,34.00%,FALSE,Republician
Utah,UT,2nd,Other Party,McFarland,/,8622,3.30%,FALSE,Republician
Utah,UT,2nd,Other Party,Easley,/,7670,3.00%,FALSE,Republician
Utah,UT,3rd,Republician,Curtis,Incumbent,182497,64.40%,TRUE,Republician
Utah,UT,3rd,Democratic,Wright,/,83687,29.50%,FALSE,Republician
Utah,UT,3rd,Libertarian Party,Stoddard,/,8287,2.90%,FALSE,Republician
Utah,UT,3rd,Other Party,Cummings,/,4874,1.70%,FALSE,Republician
Utah,UT,3rd,Other Party,Heineman,/,4035,1.40%,FALSE,Republician
Utah,UT,4th,Republician,Owens,Incumbent,155110,61.10%,TRUE,Republician
Utah,UT,4th,Democratic,McDonald,/,82181,32.40%,FALSE,Republician
Utah,UT,4th,Other Party,Walker,/,16740,6.60%,FALSE,Republician
Vermont,VT,At Large,Democratic,Becca Balint,/,175484,62.70%,TRUE,Democratic
Vermont,VT,At Large,Republician,Liam Madden,/,78167,27.90%,FALSE,Democratic
Vermont,VT,At Large,Libertarian Party,Ericka Redic,/,12563,4.50%,FALSE,Democratic
Vermont,VT,At Large,Independent Party,Matt Druzba,/,5686,2.00%,FALSE,Democratic
Vermont,VT,At Large,Independent Party,Luke Talbot,/,4412,1.60%,FALSE,Democratic
Vermont,VT,At Large,Independent Party,Adam Ortiz,/,3370,1.20%,FALSE,Democratic
Virginia,VA,1st,Republician,Wittman,Incumbent,197789,56.50%,TRUE,Republician
Virginia,VA,1st,Democratic,Jones,/,148884,42.50%,FALSE,Republician
Virginia,VA,1st,Independent Party,Foster,/,3391,1.00%,FALSE,Republician
Virginia,VA,2nd,Republician,Kiggans,/,153328,51.70%,TRUE,Republician
Virginia,VA,2nd,Democratic,Luria,Incumbent,143219,48.30%,FALSE,Republician
Virginia,VA,3rd,Democratic,Scott,Incumbent,139659,67.40%,TRUE,Democratic
